linie;puenktlichkeitsniveau_an;jahr;monat
RE 72 Flensburg - Kiel;85,18;2013;8
RE 74 Husum - Kiel;93,56;2013;8
RE 8 Lübeck - Hamburg (Hbf);91,34;2013;8
RE 83 Kiel - Lübeck;87,97;2013;8
RE 83 Lübeck - Lüneburg;89,84;2013;8
A 1 Neumünster - Eidelstedt;98,19;2013;9
A 2 Ulzburg Süd - Norderstedt;99,71;2013;9
A 3 Elmshorn - Ulzburg Süd;98,28;2013;9
RB 61 Itzehoe - Hamburg (Hbf);87,6;2013;9
RB 62 Heide - Itzehoe;87,58;2013;9
RB 63 Büsum - Neumünster;99,07;2013;9
RB 64 St.-Peter-Ording - Husum;98,45;2013;9
RB 71 Wrist - Hamburg-Altona;92,65;2013;9
RB 73 Eckernförde - Kiel;94,05;2013;9
RB 81 Bad Oldesloe - Hamburg (Hbf);91,44;2013;9
RB 82 Neumünster - Bad Oldesloe;98,59;2013;9
RB 84 Kiel - Lübeck;91,94;2013;9
RB 85 Puttgarden - Lübeck;87,93;2013;9
RB 86 Travemünde - Lübeck;98,98;2013;9
RE 1 Hamburg (Hbf) - Büchen;93,2;2013;9
RE 1 Hamburg (Hbf) - Schwerin;69,37;2013;9
RE 4 Lübeck - Bad Kleinen;96,6;2013;9
RE 6 Westerland - Hamburg-Altona;81,13;2013;9
RE 7 Flensburg - Hamburg (Hbf);72,88;2013;9
RE 70 Kiel - Hamburg (Hbf);72,75;2013;9
RE 72 Flensburg - Kiel;94,4;2013;9
RE 74 Husum - Kiel;95,42;2013;9
RE 8 Lübeck - Hamburg (Hbf);87,57;2013;9
RE 83 Kiel - Lübeck;86,38;2013;9
RE 83 Lübeck - Lüneburg;72,96;2013;9
A 1 Neumünster - Eidelstedt;97,39;2013;10
A 2 Ulzburg Süd - Norderstedt;98,15;2013;10
A 3 Elmshorn - Ulzburg Süd;97,49;2013;10
RB 61 Itzehoe - Hamburg (Hbf);88,76;2013;10
RB 62 Heide - Itzehoe;91,19;2013;10
RB 63 Büsum - Neumünster;97,97;2013;10
RB 64 St.-Peter-Ording - Husum;98,7;2013;10
RB 71 Wrist - Hamburg-Altona;90,89;2013;10
RB 73 Eckernförde - Kiel;88,74;2013;10
RB 81 Bad Oldesloe - Hamburg (Hbf);91,21;2013;10
RB 82 Neumünster - Bad Oldesloe;98,26;2013;10
RB 84 Kiel - Lübeck;91,51;2013;10
RB 85 Puttgarden - Lübeck;80,08;2013;10
RB 86 Travemünde - Lübeck;98,23;2013;10
RE 1 Hamburg (Hbf) - Büchen;95,2;2013;10
RE 1 Hamburg (Hbf) - Schwerin;64,64;2013;10
RE 4 Lübeck - Bad Kleinen;84,6;2013;10
RE 6 Westerland - Hamburg-Altona;84,82;2013;10
RE 7 Flensburg - Hamburg (Hbf);70,58;2013;10
RE 70 Kiel - Hamburg (Hbf);70,28;2013;10
RE 72 Flensburg - Kiel;86,58;2013;10
RE 74 Husum - Kiel;91,42;2013;10
RE 8 Lübeck - Hamburg (Hbf);89,35;2013;10
RE 83 Kiel - Lübeck;86,11;2013;10
RE 83 Lübeck - Lüneburg;81,67;2013;10
A 1 Neumünster - Eidelstedt;97,93;2013;11
A 2 Ulzburg Süd - Norderstedt;97,44;2013;11
A 3 Elmshorn - Ulzburg Süd;99,07;2013;11
RB 61 Itzehoe - Hamburg (Hbf);89,42;2013;11
RB 62 Heide - Itzehoe;93,92;2013;11
RB 63 Büsum - Neumünster;99,45;2013;11
RB 64 St.-Peter-Ording - Husum;99,16;2013;11
RB 71 Wrist - Hamburg-Altona;91,34;2013;11
RB 73 Eckernförde - Kiel;91,41;2013;11
RB 81 Bad Oldesloe - Hamburg (Hbf);94;2013;11
RB 82 Neumünster - Bad Oldesloe;99,65;2013;11
RB 84 Kiel - Lübeck;93,82;2013;11
RB 85 Puttgarden - Lübeck;91,49;2013;11
RB 86 Travemünde - Lübeck;99,33;2013;11
RE 1 Hamburg (Hbf) - Büchen;93,46;2013;11
RE 1 Hamburg (Hbf) - Schwerin;70,04;2013;11
RE 4 Lübeck - Bad Kleinen;91,34;2013;11
RE 6 Westerland - Hamburg-Altona;83,93;2013;11
RE 7 Flensburg - Hamburg (Hbf);74,25;2013;11
RE 70 Kiel - Hamburg (Hbf);83,84;2013;11
RE 72 Flensburg - Kiel;86,61;2013;11
RE 74 Husum - Kiel;87,57;2013;11
RE 8 Lübeck - Hamburg (Hbf);91,73;2013;11
RE 83 Kiel - Lübeck;90,98;2013;11
RE 83 Lübeck - Lüneburg;96,71;2013;11
A 1 Neumünster - Eidelstedt;98,25;2013;12
A 2 Ulzburg Süd - Norderstedt;99,22;2013;12
A 3 Elmshorn - Ulzburg Süd;99,04;2013;12
RB 61 Itzehoe - Hamburg (Hbf);92,59;2013;12
RB 62 Heide - Itzehoe;95,92;2013;12
RB 63 Büsum - Neumünster;98,87;2013;12
RB 64 St.-Peter-Ording - Husum;98,6;2013;12
RB 71 Wrist - Hamburg-Altona;92,5;2013;12
RB 73 Eckernförde - Kiel;93,63;2013;12
RB 81 Bad Oldesloe - Hamburg (Hbf);96,18;2013;12
RB 82 Neumünster - Bad Oldesloe;97,44;2013;12
RB 84 Kiel - Lübeck;97,03;2013;12
RB 85 Puttgarden - Lübeck;96,44;2013;12
RB 86 Travemünde - Lübeck;97,17;2013;12
RE 1 Hamburg (Hbf) - Büchen;93,82;2013;12
RE 1 Hamburg (Hbf) - Büchen;97,84;2013;12
RE 1 Hamburg (Hbf) - Schwerin;75,15;2013;12
RE 4 Lübeck - Bad Kleinen;95,72;2013;12
RE 6 Westerland - Hamburg-Altona;89,7;2013;12
RE 7 Flensburg - Hamburg (Hbf);84,58;2013;12
RE 70 Kiel - Hamburg (Hbf);87,28;2013;12
RE 72 Flensburg - Kiel;92,06;2013;12
RE 74 Husum - Kiel;93,74;2013;12
RE 8 Lübeck - Hamburg (Hbf);93,59;2013;12
RE 80 Lübeck - Hamburg (Hbf);94,23;2013;12
RE 83 Kiel - Lübeck;91,5;2013;12
RE 83 Lübeck - Lüneburg;94,98;2013;12
A 1 Neumünster - Eidelstedt;98,78;2014;1
A 2 Ulzburg Süd - Norderstedt;99,55;2014;1
A 3 Elmshorn - Ulzburg Süd;99,55;2014;1
RB 61 Itzehoe - Hamburg (Hbf);95,76;2014;1
RB 62 Heide - Itzehoe;96,99;2014;1
RB 63 Büsum - Neumünster;99,4;2014;1
RB 64 St.-Peter-Ording - Husum;99,7;2014;1
RB 65 Niebüll - Dagebüll;97,55;2014;1
RB 71 Wrist - Hamburg-Altona;94,69;2014;1
RB 73 Eckernförde - Kiel;95,88;2014;1
RB 81 Bad Oldesloe - Hamburg (Hbf);96,58;2014;1
RB 82 Neumünster - Bad Oldesloe;98,66;2014;1
RB 84 Kiel - Lübeck;96,39;2014;1
RB 85 Puttgarden - Lübeck;98,57;2014;1
RB 86 Travemünde - Lübeck;99,8;2014;1
RE 1 Hamburg (Hbf) - Büchen;99,28;2014;1
RE 1 Hamburg (Hbf) - Büchen;95,72;2014;1
RE 1 Hamburg (Hbf) - Schwerin;79,06;2014;1
RE 4 Lübeck - Bad Kleinen;96,7;2014;1
RE 6 Westerland - Hamburg-Altona;94,51;2014;1
RE 7 Flensburg - Hamburg (Hbf);87,17;2014;1
RE 70 Kiel - Hamburg (Hbf);89,49;2014;1
RE 72 Flensburg - Kiel;92,86;2014;1
RE 74 Husum - Kiel;95,89;2014;1
RE 8 Lübeck - Hamburg (Hbf);94,48;2014;1
RE 80 Lübeck - Hamburg (Hbf);94,41;2014;1
RE 83 Kiel - Lübeck;93,38;2014;1
RE 83 Lübeck - Lüneburg;98,24;2014;1
A 1 Neumünster - Eidelstedt;99,13;2014;2
A 2 Ulzburg Süd - Norderstedt;99,44;2014;2
A 3 Elmshorn - Ulzburg Süd;99,6;2014;2
RB 61 Itzehoe - Hamburg (Hbf);96,38;2014;2
RB 62 Heide - Itzehoe;97,45;2014;2
RB 63 Büsum - Neumünster;99,58;2014;2
RB 64 St.-Peter-Ording - Husum;99,37;2014;2
RB 65 Niebüll - Dagebüll;98,85;2014;2
RB 71 Wrist - Hamburg-Altona;96,58;2014;2
RB 73 Eckernförde - Kiel;96,22;2014;2
RB 81 Bad Oldesloe - Hamburg (Hbf);97,16;2014;2
RB 82 Neumünster - Bad Oldesloe;97,8;2014;2
RB 84 Kiel - Lübeck;97,84;2014;2
RB 85 Puttgarden - Lübeck;98,27;2014;2
RB 86 Travemünde - Lübeck;98,67;2014;2
RE 1 Hamburg (Hbf) - Büchen;98,28;2014;2
RE 1 Hamburg (Hbf) - Büchen;96,24;2014;2
RE 1 Hamburg (Hbf) - Schwerin;88,65;2014;2
RE 4 Lübeck - Bad Kleinen;98,76;2014;2
RE 6 Westerland - Hamburg-Altona;94,28;2014;2
RE 7 Flensburg - Hamburg (Hbf);91,82;2014;2
RE 70 Kiel - Hamburg (Hbf);91,65;2014;2
RE 72 Flensburg - Kiel;95,56;2014;2
RE 74 Husum - Kiel;96,89;2014;2
RE 8 Lübeck - Hamburg (Hbf);95,94;2014;2
RE 80 Lübeck - Hamburg (Hbf);96,09;2014;2
RE 83 Kiel - Lübeck;96,75;2014;2
RE 83 Lübeck - Lüneburg;98,46;2014;2
A 1 Neumünster - Eidelstedt;98,82;2014;3
A 2 Ulzburg Süd - Norderstedt;99,17;2014;3
A 3 Elmshorn - Ulzburg Süd;98,37;2014;3
RB 61 Itzehoe - Hamburg (Hbf);95,59;2014;3
RB 62 Heide - Itzehoe;97,26;2014;3
RB 63 Büsum - Neumünster;99,32;2014;3
RB 64 St.-Peter-Ording - Husum;99,62;2014;3
RB 65 Niebüll - Dagebüll;95,25;2014;3
RB 71 Wrist - Hamburg-Altona;95,33;2014;3
RB 73 Eckernförde - Kiel;96,69;2014;3
RB 81 Bad Oldesloe - Hamburg (Hbf);96,79;2014;3
RB 82 Neumünster - Bad Oldesloe;99,13;2014;3
RB 84 Kiel - Lübeck;96,76;2014;3
RB 85 Puttgarden - Lübeck;98,16;2014;3
RB 86 Travemünde - Lübeck;99,59;2014;3
RE 1 Hamburg (Hbf) - Büchen;96,75;2014;3
RE 1 Hamburg (Hbf) - Büchen;94,99;2014;3
RE 1 Hamburg (Hbf) - Schwerin;88,9;2014;3
RE 4 Lübeck - Bad Kleinen;97,38;2014;3
RE 6 Westerland - Hamburg-Altona;91,66;2014;3
RE 7 Flensburg - Hamburg (Hbf);90,15;2014;3
RE 70 Kiel - Hamburg (Hbf);88,6;2014;3
RE 72 Flensburg - Kiel;92,88;2014;3
RE 74 Husum - Kiel;93,36;2014;3
RE 8 Lübeck - Hamburg (Hbf);93,43;2014;3
RE 80 Lübeck - Hamburg (Hbf);89;2014;3
RE 83 Kiel - Lübeck;96,16;2014;3
RE 83 Lübeck - Lüneburg;98,4;2014;3
A 1 Neumünster - Eidelstedt;98,33;2014;4
A 2 Ulzburg Süd - Norderstedt;99,08;2014;4
A 3 Elmshorn - Ulzburg Süd;98,29;2014;4
RB 61 Itzehoe - Hamburg (Hbf);94,72;2014;4
RB 62 Heide - Itzehoe;94,67;2014;4
RB 63 Büsum - Neumünster;98,86;2014;4
RB 64 St.-Peter-Ording - Husum;99,62;2014;4
RB 65 Niebüll - Dagebüll;95,71;2014;4
RB 71 Wrist - Hamburg-Altona;92,88;2014;4
RB 73 Eckernförde - Kiel;96,28;2014;4
RB 81 Bad Oldesloe - Hamburg (Hbf);94,38;2014;4
RB 82 Neumünster - Bad Oldesloe;98,7;2014;4
RB 84 Kiel - Lübeck;96,26;2014;4
RB 85 Puttgarden - Lübeck;96,99;2014;4
RB 86 Travemünde - Lübeck;98,68;2014;4
RE 1 Hamburg (Hbf) - Büchen;100;2014;4
RE 1 Hamburg (Hbf) - Büchen;90,09;2014;4
RE 1 Hamburg (Hbf) - Schwerin;87,06;2014;4
RE 4 Lübeck - Bad Kleinen;94,7;2014;4
RE 6 Westerland - Hamburg-Altona;89,09;2014;4
RE 7 Flensburg - Hamburg (Hbf);89,25;2014;4
RE 70 Kiel - Hamburg (Hbf);87,76;2014;4
RE 72 Flensburg - Kiel;94,74;2014;4
RE 74 Husum - Kiel;95,57;2014;4
RE 8 Lübeck - Hamburg (Hbf);92,46;2014;4
RE 80 Lübeck - Hamburg (Hbf);87,54;2014;4
RE 83 Kiel - Lübeck;95,12;2014;4
RE 83 Lübeck - Lüneburg;95,26;2014;4
A 1 Neumünster - Eidelstedt;98,65;2014;5
A 2 Ulzburg Süd - Norderstedt;98,94;2014;5
A 3 Elmshorn - Ulzburg Süd;99,39;2014;5
RB 61 Itzehoe - Hamburg (Hbf);94,11;2014;5
RB 62 Heide - Itzehoe;97,45;2014;5
RB 63 Büsum - Neumünster;99,04;2014;5
RB 64 St.-Peter-Ording - Husum;99,6;2014;5
RB 65 Niebüll - Dagebüll;96,69;2014;5
RB 71 Wrist - Hamburg-Altona;93,92;2014;5
RB 73 Eckernförde - Kiel;96,04;2014;5
RB 81 Bad Oldesloe - Hamburg (Hbf);95,33;2014;5
RB 82 Neumünster - Bad Oldesloe;98,23;2014;5
RB 84 Kiel - Lübeck;97,18;2014;5
RB 85 Puttgarden - Lübeck;95,21;2014;5
RB 86 Travemünde - Lübeck;99,45;2014;5
RE 1 Hamburg (Hbf) - Büchen;98,3;2014;5
RE 1 Hamburg (Hbf) - Büchen;98,26;2014;5
RE 1 Hamburg (Hbf) - Schwerin;81,18;2014;5
RE 4 Lübeck - Bad Kleinen;96,11;2014;5
RE 6 Westerland - Hamburg-Altona;92,64;2014;5
RE 7 Flensburg - Hamburg (Hbf);88,44;2014;5
RE 70 Kiel - Hamburg (Hbf);86,7;2014;5
RE 72 Flensburg - Kiel;92,55;2014;5
RE 74 Husum - Kiel;96,03;2014;5
RE 8 Lübeck - Hamburg (Hbf);93,32;2014;5
RE 80 Lübeck - Hamburg (Hbf);90,93;2014;5
RE 83 Kiel - Lübeck;94,13;2014;5
RE 83 Lübeck - Lüneburg;94,66;2014;5
A 1 Neumünster - Eidelstedt;98,89;2014;6
A 2 Ulzburg Süd - Norderstedt;99,48;2014;6
A 3 Elmshorn - Ulzburg Süd;99,48;2014;6
RB 61 Itzehoe - Hamburg (Hbf);94,14;2014;6
RB 62 Heide - Itzehoe;97,07;2014;6
RB 63 Büsum - Neumünster;98,98;2014;6
RB 64 St.-Peter-Ording - Husum;100;2014;6
RB 65 Niebüll - Dagebüll;95,35;2014;6
RB 71 Wrist - Hamburg-Altona;95,94;2014;6
RB 73 Eckernförde - Kiel;94,14;2014;6
RB 81 Bad Oldesloe - Hamburg (Hbf);96,03;2014;6
RB 82 Neumünster - Bad Oldesloe;97,41;2014;6
RB 84 Kiel - Lübeck;94,78;2014;6
RB 85 Puttgarden - Lübeck;93,55;2014;6
RB 86 Travemünde - Lübeck;100;2014;6
RE 1 Hamburg (Hbf) - Büchen;98,73;2014;6
RE 1 Hamburg (Hbf) - Büchen;94,24;2014;6
RE 1 Hamburg (Hbf) - Schwerin;80,84;2014;6
RE 4 Lübeck - Bad Kleinen;94,42;2014;6
RE 6 Westerland - Hamburg-Altona;93,85;2014;6
RE 7 Flensburg - Hamburg (Hbf);87,74;2014;6
RE 70 Kiel - Hamburg (Hbf);87,64;2014;6
RE 72 Flensburg - Kiel;88,53;2014;6
RE 74 Husum - Kiel;93,23;2014;6
RE 8 Lübeck - Hamburg (Hbf);91,57;2014;6
RE 80 Lübeck - Hamburg (Hbf);92,61;2014;6
RE 83 Kiel - Lübeck;93,05;2014;6
RE 83 Lübeck - Lüneburg;92,22;2014;6
A 1 Neumünster - Eidelstedt;98,53;2014;7
A 2 Ulzburg Süd - Norderstedt;99,37;2014;7
A 3 Elmshorn - Ulzburg Süd;99,34;2014;7
RB 61 Itzehoe - Hamburg (Hbf);93,78;2014;7
RB 62 Heide - Itzehoe;95,16;2014;7
RB 63 Büsum - Neumünster;92,26;2014;7
RB 64 St.-Peter-Ording - Husum;99,46;2014;7
RB 65 Niebüll - Dagebüll;91,3;2014;7
RB 71 Wrist - Hamburg-Altona;94,04;2014;7
RB 73 Eckernförde - Kiel;81,16;2014;7
RB 81 Bad Oldesloe - Hamburg (Hbf);92,74;2014;7
RB 82 Neumünster - Bad Oldesloe;95,73;2014;7
RB 84 Kiel - Lübeck;95,54;2014;7
RB 85 Puttgarden - Lübeck;91,6;2014;7
RB 86 Travemünde - Lübeck;98,6;2014;7
RE 1 Hamburg (Hbf) - Büchen;94,06;2014;7
RE 1 Hamburg (Hbf) - Büchen;91,58;2014;7
RE 1 Hamburg (Hbf) - Schwerin;79,52;2014;7
RE 4 Lübeck - Bad Kleinen;96,63;2014;7
RE 6 Westerland - Hamburg-Altona;87,5;2014;7
RE 7 Flensburg - Hamburg (Hbf);84,08;2014;7
RE 70 Kiel - Hamburg (Hbf);86,66;2014;7
RE 72 Flensburg - Kiel;63,52;2014;7
RE 74 Husum - Kiel;89,59;2014;7
RE 8 Lübeck - Hamburg (Hbf);90,27;2014;7
RE 80 Lübeck - Hamburg (Hbf);88,99;2014;7
RE 83 Kiel - Lübeck;92,53;2014;7
RE 83 Lübeck - Lüneburg;94,3;2014;7
A 1 Neumünster - Eidelstedt;99,13;2014;8
A 2 Ulzburg Süd - Norderstedt;99,61;2014;8
A 3 Elmshorn - Ulzburg Süd;99,05;2014;8
RB 61 Itzehoe - Hamburg (Hbf);93,81;2014;8
RB 62 Heide - Itzehoe;96,08;2014;8
RB 63 Büsum - Neumünster;99,26;2014;8
RB 64 St.-Peter-Ording - Husum;98,41;2014;8
RB 65 Niebüll - Dagebüll;91,77;2014;8
RB 71 Wrist - Hamburg-Altona;94,54;2014;8
RB 73 Eckernförde - Kiel;88,76;2014;8
RB 81 Bad Oldesloe - Hamburg (Hbf);93,26;2014;8
RB 82 Neumünster - Bad Oldesloe;96,63;2014;8
RB 84 Kiel - Lübeck;96,61;2014;8
RB 85 Puttgarden - Lübeck;92,94;2014;8
RB 86 Travemünde - Lübeck;98,46;2014;8
RE 1 Hamburg (Hbf) - Büchen;97,14;2014;8
RE 1 Hamburg (Hbf) - Büchen;88,95;2014;8
RE 1 Hamburg (Hbf) - Schwerin;74,53;2014;8
RE 4 Lübeck - Bad Kleinen;90,89;2014;8
RE 6 Westerland - Hamburg-Altona;88,85;2014;8
RE 7 Flensburg - Hamburg (Hbf);85,08;2014;8
RE 70 Kiel - Hamburg (Hbf);89,02;2014;8
RE 72 Flensburg - Kiel;86,27;2014;8
RE 74 Husum - Kiel;66,25;2014;8
RE 8 Lübeck - Hamburg (Hbf);93,04;2014;8
RE 80 Lübeck - Hamburg (Hbf);92,64;2014;8
RE 83 Kiel - Lübeck;95,07;2014;8
RE 83 Lübeck - Lüneburg;93,43;2014;8
A 1 Neumünster - Eidelstedt;98,73;2014;9
A 2 Ulzburg Süd - Norderstedt;99,35;2014;9
A 3 Elmshorn - Ulzburg Süd;98,3;2014;9
RB 61 Itzehoe - Hamburg (Hbf);92,99;2014;9
RB 62 Heide - Itzehoe;94,09;2014;9
RB 63 Büsum - Neumünster;98,63;2014;9
RB 64 St.-Peter-Ording - Husum;99,33;2014;9
RB 65 Niebüll - Dagebüll;95,45;2014;9
RB 71 Wrist - Hamburg-Altona;95,63;2014;9
RB 73 Eckernförde - Kiel;92,74;2014;9
RB 81 Bad Oldesloe - Hamburg (Hbf);82,65;2014;9
RB 82 Neumünster - Bad Oldesloe;97,95;2014;9
RB 84 Kiel - Lübeck;96,64;2014;9
RB 85 Puttgarden - Lübeck;92,17;2014;9
RB 86 Travemünde - Lübeck;98,94;2014;9
RE 1 Hamburg (Hbf) - Büchen;98,36;2014;9
RE 1 Hamburg (Hbf) - Büchen;92,14;2014;9
RE 1 Hamburg (Hbf) - Schwerin;83,29;2014;9
RE 4 Lübeck - Bad Kleinen;95,76;2014;9
RE 6 Westerland - Hamburg-Altona;88,73;2014;9
RE 7 Flensburg - Hamburg (Hbf);83,64;2014;9
RE 70 Kiel - Hamburg (Hbf);83,83;2014;9
RE 72 Flensburg - Kiel;89,8;2014;9
RE 74 Husum - Kiel;81,9;2014;9
RE 8 Lübeck - Hamburg (Hbf);81,88;2014;9
RE 80 Lübeck - Hamburg (Hbf);72,75;2014;9
RE 83 Kiel - Lübeck;93,98;2014;9
RE 83 Lübeck - Lüneburg;93,13;2014;9
A 1 Neumünster - Eidelstedt;98,8;2014;10
A 2 Ulzburg Süd - Norderstedt;98,95;2014;10
A 3 Elmshorn - Ulzburg Süd;99,5;2014;10
RB 61 Itzehoe - Hamburg (Hbf);91,69;2014;10
RB 62 Heide - Itzehoe;93,28;2014;10
RB 63 Büsum - Neumünster;98,42;2014;10
RB 64 St.-Peter-Ording - Husum;99,55;2014;10
RB 65 Niebüll - Dagebüll;96,61;2014;10
RB 71 Wrist - Hamburg-Altona;93,06;2014;10
RB 73 Eckernförde - Kiel;87,94;2014;10
RB 81 Bad Oldesloe - Hamburg (Hbf);91,77;2014;10
RB 82 Neumünster - Bad Oldesloe;98,39;2014;10
RB 84 Kiel - Lübeck;95,27;2014;10
RB 85 Puttgarden - Lübeck;90,16;2014;10
RB 86 Travemünde - Lübeck;98,13;2014;10
RE 1 Hamburg (Hbf) - Büchen;99,09;2014;10
RE 1 Hamburg (Hbf) - Büchen;93,27;2014;10
RE 1 Hamburg (Hbf) - Schwerin;69,35;2014;10
RE 4 Lübeck - Bad Kleinen;90,72;2014;10
RE 6 Westerland - Hamburg-Altona;87,25;2014;10
RE 7 Flensburg - Hamburg (Hbf);81,96;2014;10
RE 70 Kiel - Hamburg (Hbf);81,87;2014;10
RE 72 Flensburg - Kiel;87,37;2014;10
RE 74 Husum - Kiel;86,97;2014;10
RE 8 Lübeck - Hamburg (Hbf);83,72;2014;10
RE 80 Lübeck - Hamburg (Hbf);83,85;2014;10
RE 83 Kiel - Lübeck;90,6;2014;10
RE 83 Lübeck - Lüneburg;75,99;2014;10
A 1 Neumünster - Eidelstedt;98,13;2014;11
A 2 Ulzburg Süd - Norderstedt;98,81;2014;11
A 3 Elmshorn - Ulzburg Süd;98,52;2014;11
RB 61 Itzehoe - Hamburg (Hbf);86,98;2014;11
RB 62 Heide - Itzehoe;91,6;2014;11
RB 63 Büsum - Neumünster;98,99;2014;11
RB 64 St.-Peter-Ording - Husum;98,71;2014;11
RB 65 Niebüll - Dagebüll;96,17;2014;11
RB 71 Wrist - Hamburg-Altona;90,8;2014;11
RB 73 Eckernförde - Kiel;91,43;2014;11
RB 81 Bad Oldesloe - Hamburg (Hbf);94,43;2014;11
RB 82 Neumünster - Bad Oldesloe;97,29;2014;11
RB 84 Kiel - Lübeck;94,92;2014;11
RB 85 Puttgarden - Lübeck;86,9;2014;11
RB 86 Travemünde - Lübeck;98,42;2014;11
RE 1 Hamburg (Hbf) - Büchen;96,88;2014;11
RE 1 Hamburg (Hbf) - Büchen;89,67;2014;11
RE 1 Hamburg (Hbf) - Schwerin;67,41;2014;11
RE 4 Lübeck - Bad Kleinen;89,38;2014;11
RE 6 Westerland - Hamburg-Altona;84,21;2014;11
RE 7 Flensburg - Hamburg (Hbf);78,79;2014;11
RE 70 Kiel - Hamburg (Hbf);78,41;2014;11
RE 72 Flensburg - Kiel;87,64;2014;11
RE 74 Husum - Kiel;89,99;2014;11
RE 8 Lübeck - Hamburg (Hbf);91,65;2014;11
RE 80 Lübeck - Hamburg (Hbf);87,64;2014;11
RE 83 Kiel - Lübeck;90,86;2014;11
RE 83 Lübeck - Lüneburg;82,11;2014;11
A 1 Neumünster - Eidelstedt;98,03;2014;12
A 2 Ulzburg Süd - Norderstedt;98,98;2014;12
A 3 Elmshorn - Ulzburg Süd;98,98;2014;12
RB 61 Itzehoe - Hamburg (Hbf);84,12;2014;12
RB 62 Heide - Itzehoe;93,48;2014;12
RB 63 Büsum - Neumünster;98,48;2014;12
RB 64 St.-Peter-Ording - Husum;99,01;2014;12
RB 65 Niebüll - Dagebüll;95,14;2014;12
RB 71 Wrist - Hamburg-Altona;84,05;2014;12
RB 73 Eckernförde - Kiel;91,53;2014;12
RB 75 Rendsburg - Kiel;95,7;2014;12
RB 81 Bad Oldesloe - Hamburg (Hbf);94,08;2014;12
RB 82 Neumünster - Bad Oldesloe;98,41;2014;12
RB 84 Kiel - Lübeck;93,56;2014;12
RB 85 Puttgarden - Lübeck;93,63;2014;12
RB 86 Travemünde - Lübeck;99,82;2014;12
RE 1 Hamburg (Hbf) - Büchen;98,88;2014;12
RE 1 Hamburg (Hbf) - Büchen;93,02;2014;12
RE 1 Hamburg (Hbf) - Schwerin;79,98;2014;12
RE 4 Lübeck - Bad Kleinen;94,05;2014;12
RE 6 Westerland - Hamburg-Altona;89,54;2014;12
RE 7 Flensburg - Hamburg (Hbf);87,5;2014;12
RE 70 Kiel - Hamburg (Hbf);84,59;2014;12
RE 72 Flensburg - Kiel;88,21;2014;12
RE 74 Husum - Kiel;96,13;2014;12
RE 8 Lübeck - Hamburg (Hbf);93,38;2014;12
RE 80 Lübeck - Hamburg (Hbf);85,64;2014;12
RE 83 Kiel - Lübeck;88,51;2014;12
RE 83 Lübeck - Lüneburg;95,45;2014;12
A 1 Neumünster - Eidelstedt;98,43;2015;1
A 2 Ulzburg Süd - Norderstedt;98;2015;1
A 3 Elmshorn - Ulzburg Süd;99,13;2015;1
RB 61 Itzehoe - Hamburg (Hbf);85,52;2015;1
RB 62 Heide - Itzehoe;92,64;2015;1
RB 63 Büsum - Neumünster;98,6;2015;1
RB 64 St.-Peter-Ording - Husum;98,73;2015;1
RB 65 Niebüll - Dagebüll;95,49;2015;1
RB 66 Esbjerg - Tønder - Niebüll;99,64;2015;1
RB 71 Wrist - Hamburg-Altona;85,5;2015;1
RB 73 Eckernförde - Kiel;87;2015;1
RB 75 Rendsburg - Kiel;82,31;2015;1
RB 81 Bad Oldesloe - Hamburg (Hbf);95,14;2015;1
RB 82 Neumünster - Bad Oldesloe;98,44;2015;1
RB 84 Kiel - Lübeck;95,56;2015;1
RB 85 Puttgarden - Lübeck;93,23;2015;1
RB 86 Travemünde - Lübeck;97,47;2015;1
RE 1 Hamburg (Hbf) - Büchen;99,3;2015;1
RE 1 Hamburg (Hbf) - Büchen;95,64;2015;1
RE 1 Hamburg (Hbf) - Schwerin;86,06;2015;1
RE 4 Lübeck - Bad Kleinen;94,28;2015;1
RE 6 Westerland - Hamburg-Altona;85,78;2015;1
RE 7 Flensburg - Hamburg (Hbf);80,51;2015;1
RE 70 Kiel - Hamburg (Hbf);79,57;2015;1
RE 72 Flensburg - Kiel;84,56;2015;1
RE 74 Husum - Kiel;84,28;2015;1
RE 8 Lübeck - Hamburg (Hbf);93,8;2015;1
RE 80 Lübeck - Hamburg (Hbf);93,03;2015;1
RE 83 Kiel - Lübeck;96,24;2015;1
RE 83 Lübeck - Lüneburg;96,48;2015;1
A 1 Neumünster - Eidelstedt;98,86;2015;2
A 2 Ulzburg Süd - Norderstedt;98,31;2015;2
A 3 Elmshorn - Ulzburg Süd;98,59;2015;2
RB 61 Itzehoe - Hamburg (Hbf);87,29;2015;2
RB 62 Heide - Itzehoe;97,06;2015;2
RB 63 Büsum - Neumünster;98,81;2015;2
RB 64 St.-Peter-Ording - Husum;99,3;2015;2
RB 65 Niebüll - Dagebüll;97,62;2015;2
RB 66 Esbjerg - Tønder - Niebüll;98,61;2015;2
RB 71 Wrist - Hamburg-Altona;88,31;2015;2
RB 73 Eckernförde - Kiel;93,97;2015;2
RB 75 Rendsburg - Kiel;95,24;2015;2
RB 81 Bad Oldesloe - Hamburg (Hbf);95,7;2015;2
RB 82 Neumünster - Bad Oldesloe;99,24;2015;2
RB 84 Kiel - Lübeck;98,07;2015;2
RB 85 Puttgarden - Lübeck;97,91;2015;2
RB 86 Travemünde - Lübeck;99,41;2015;2
