source;original_uid;osm_id;purpose;name;operator_name;address;type;park_and_ride_type;lat;lon;capacity;max_stay;has_lighting;opening_hours;description;public_url;photo_url
APCOA;6769;;CAR;Pforzheim, Kino Pforzheim (Zerrennerstraße);;Zerrennerstraße 33, 75172 Pforzheim;UNDERGROUND;;48.891067;8.6957;4;;;24/7;;https://www.apcoa.de/parken/Pforzheim/Kino-Pforzheim-(Zerrennerstrasse);
APCOA;6762;;CAR;Karlsruhe, Postgalerie;;Amalienstrasse 16, 76133 Karlsruhe;UNDERGROUND;;49.008328;8.393834;10;;;24/7;;https://www.apcoa.de/parken/KarLsruhe/PostgaLerie;
APCOA;6759;;CAR;Karlsruhe, Magdeburger Haus;;Kaiserallee 11, 76133 Karlsruhe;UNDERGROUND;;49.010444;8.384975;1;;;"Mo-Fr 06:00-01:00; Sa 06:00-01:00; Su 06:00-01:00";;https://www.apcoa.de/parken/KarLsruhe/Magdeburger-Haus;
APCOA;6744;;CAR;Metzingen, TG P2;;Reutlingerstr. 63, 72555 Metzingen;UNDERGROUND;;48.535978;9.280203;2;;;24/7;;https://www.apcoa.de/parken/Metzingen/P2;
APCOA;6737;;CAR;Reutlingen, Unter den Linden;;Unter den Linden 8, 72764 Reutlingen;OFF_STREET_PARKING_GROUND;;48.496899;9.207671;2;;;24/7;;https://www.apcoa.de/parken/ReutLingen/Unter-den-Linden;
APCOA;6736;;CAR;Reutlingen, Kaiserpassage;;Kaiserpassage 5, 72764 Reutlingen;UNDERGROUND;;48.493028;9.215086;2;;;"Mo-Fr 06:30-23:00; Sa 06:30-23:00";;https://www.apcoa.de/parken/ReutLingen/Kaiserpassage;
APCOA;6702;;CAR;Esslingen, Beim Bahnhof;;Kollwitzstraße 4, 73728 Esslingen;CAR_PARK;;48.740505;9.299545;6;;;24/7;;https://www.apcoa.de/parken/EssLingen/Beim-Bahnhof;https://apcoatx.blob.core.windows.net/mdm/1fa06965-b739-41d6-946f-4f856abd298e
APCOA;6700;;CAR;Esslingen, Neckar Forum Esslingen;;Grabbrunnenstraße 19, 73728 Esslingen;UNDERGROUND;;48.741215;9.313758;10;;;24/7;;https://www.apcoa.de/parken/EssLingen/neckar-Forum-EssLingen;https://apcoatx.blob.core.windows.net/mdm/08c65dc6-fa7e-4047-91bd-4965ee64b994
Stadt Karlsruhe;67;;CAR;Eberwinhalle;;Eberwinstraße 1, 74172 Neckarsulm;OFF_STREET_PARKING_GROUND;;49.202243;9.201977;3;;;24/7;;;
APCOA;6550;;CAR;Heilbronn, Klosterhof - Kiliansplatz;;Kiliansstr. 11, 74072 Heilbronn;CAR_PARK;;49.140862;9.221021;6;;;"Mo-Fr 06:00-22:00; Sa 06:00-22:00; Su 06:00-22:00";;https://www.apcoa.de/parken/HeiLbronn/KLosterhof-KiLianspLatz;
APCOA;6548;;CAR;Heilbronn, Am Bollwerksturm;;Mannheimer Str. 25, 74072 Heilbronn;CAR_PARK;;49.14638;9.21531;6;;;"Mo 07:00-01:00; Tu 07:00-01:00; We 07:00-01:00; Th 07:00-01:00; Fr 05:30-01:00; Sa 07:00-01:00; Su 07:30-00:00";;https://www.apcoa.de/parken/HeiLbronn/Am-BoLLwerksturm;https://apcoatx.blob.core.windows.net/mdm/23633703-9411-4d51-ba90-83d4c256245e
APCOA;6528;;CAR;Schwäbisch Gmünd, Remsgalerie;;Ledergasse, 73525 Schwäbisch Gmünd;OFF_STREET_PARKING_GROUND;;48.801913;9.79395;2;;;"Mo-Fr 06:00-00:00; Sa 06:00-00:00; Su 08:00-00:00";;https://www.apcoa.de/parken/Schwaebisch-Gmuend/RemsgaLerie;https://apcoatx.blob.core.windows.net/mdm/49e47dc5-694b-4246-9bf5-9f4c3ed77230
APCOA;6525;;CAR;Schwäbisch Gmünd, City Center P1;;Kalter Markt 18-26, 73525 Schwäbisch Gmünd;CAR_PARK;;48.801004;9.80032;5;;;"Mo-Fr 06:00-02:30; Sa 06:00-02:30; Su 06:00-02:30";;https://www.apcoa.de/parken/Schwaebisch-Gmuend/City-Center-P1;
APCOA;6515;;CAR;Kornwestheim, Bahnhofsplatz;;Bahnhofsplatz 2, 70806 Kornwestheim;UNDERGROUND;;48.863057;9.181546;3;;;"Mo-Fr 06:00-22:00; Sa 06:00-22:00; Su 06:00-22:00";;https://www.apcoa.de/parken/Kornwestheim/BahnhofspLatz;https://apcoatx.blob.core.windows.net/mdm/03314676-55f4-41eb-aaca-4bc1ba9ae5c6
APCOA;6510;;CAR;Stuttgart, Südtor;;Kolbstr. 5-7, 70178 Stuttgart;UNDERGROUND;;48.764805;9.170297;7;;;24/7;;https://www.apcoa.de/parken/Stuttgart/Suedtor;https://apcoatx.blob.core.windows.net/mdm/ffe71402-e6dd-46c5-9e00-54f7dc8e49ea
APCOA;6508;;CAR;Stuttgart, Stephangarage;;Kronenstraße 7, 70173 Stuttgart;UNDERGROUND;;48.782044;9.17991;7;;;24/7;;https://www.apcoa.de/parken/Stuttgart/Stephangarage;https://apcoatx.blob.core.windows.net/mdm/688dc0b3-f172-4c14-8139-e8b581745de3
APCOA;6507;;CAR;Stuttgart, Am Marienplatz;;Marienplatz 8, 70178 Stuttgart;UNDERGROUND;;48.76385;9.167058;5;;;24/7;;https://www.apcoa.de/parken/Stuttgart/Am-MarienpLatz;https://apcoatx.blob.core.windows.net/mdm/e5b8729b-395e-4f72-bf31-5a06425aec07
APCOA;6506;;CAR;Stuttgart, BW-Bank;;Kleiner Schloßplatz 11, 70173 Stuttgart;UNDERGROUND;;48.778208;9.176157;1;;;24/7;;https://www.apcoa.de/parken/Stuttgart/BW-Bank;https://apcoatx.blob.core.windows.net/mdm/dad70df3-c647-4131-8064-bfbd38f9f731
APCOA;6505;;CAR;Stuttgart, Südwestbank;;Rotebühlstraße 125, 70178 Stuttgart;UNDERGROUND;;48.769946;9.158627;1;;;"Mo-Fr 06:00-23:00; Sa 06:00-23:00";;https://www.apcoa.de/parken/Stuttgart/Suedwestbank;https://apcoatx.blob.core.windows.net/mdm/a547be44-5cb1-4500-8749-16b43279fc84
APCOA;6503;;CAR;Stuttgart, Zeppelin-Carré;;Kronenstr. 20, 70173 Stuttgart;UNDERGROUND;;48.782797;9.178352;5;;;24/7;;https://www.apcoa.de/parken/Stuttgart/ZeppeLin-Carré;https://apcoatx.blob.core.windows.net/mdm/b54021da-0bcb-4846-99c9-a14a3c6bafb4
APCOA;6501;;CAR;Stuttgart, Sophienstraße;;Sophienstr. 40, 70178 Stuttgart;UNDERGROUND;;48.773619;9.172116;2;;;24/7;;https://www.apcoa.de/parken/Stuttgart/Sophienstrasse;https://apcoatx.blob.core.windows.net/mdm/3aafc09d-b8ea-40ca-b18a-b2b5ca64a115
APCOA;6497;;CAR;Stuttgart, Burgenlandzentrum;;St. Pöltener Str. 29, 70469 Stuttgart;UNDERGROUND;;48.810176;9.161488;1;;;"Mo-Fr 07:00-22:00; Sa 07:00-22:00";;https://www.apcoa.de/parken/Stuttgart/BurgenLandzentrum;https://apcoatx.blob.core.windows.net/mdm/4c397c71-e332-4a6e-97c2-953540aaead6
APCOA;6487;;CAR;Stuttgart, Königsbau-Passagen;;Bolzstr. 5, 70173 Stuttgart;UNDERGROUND;;48.779506;9.177913;11;;;24/7;;https://www.apcoa.de/parken/Stuttgart/Koenigsbau-Passagen;https://apcoatx.blob.core.windows.net/mdm/0696360a-5f30-4928-90f3-5130b5e171b6
APCOA;6486;;CAR;Stuttgart, Schloßstraße;;Schlossstrasse 49, 70174 Stuttgart;UNDERGROUND;;48.778415;9.169356;11;;;24/7;;https://www.apcoa.de/parken/Stuttgart/SchLossstrasse;https://apcoatx.blob.core.windows.net/mdm/d62a3535-b060-44c0-b8ca-0de72ebdfb03
APCOA;6484;;CAR;Stuttgart, Liederhalle - Bosch Areal;;Breitscheidstrasse, 70174 Stuttgart;UNDERGROUND;;48.779146;9.167931;37;;;24/7;;https://www.apcoa.de/parken/Stuttgart/LiederhaLLe-Bosch-AreaL;https://apcoatx.blob.core.windows.net/mdm/f139eb60-a941-4e15-901e-ccabc516867a
APCOA;6481;;CAR;Stuttgart, SI-Centrum Tiefgarage P2;;Plieninger Strasse 100, 70567 Stuttgart;UNDERGROUND;;48.724948;9.163428;24;;;24/7;;https://www.apcoa.de/parken/Stuttgart/SI-Centrum-Tiefgarage-P2;https://apcoatx.blob.core.windows.net/mdm/2af14d37-beef-4402-97c6-f02412c3b093
APCOA;6480;;CAR;Stuttgart, Schillerplatz;;Schillerplatz, 70173 Stuttgart;UNDERGROUND;;48.776729;9.178862;6;;;24/7;;https://www.apcoa.de/parken/Stuttgart/SchiLLerpLatz;https://apcoatx.blob.core.windows.net/mdm/7fdbb882-53f9-43bb-81ab-de330046cb75
APCOA;6478;;CAR;Stuttgart, Mövenpick Hotel Stuttgart Airport;;Flughafenstrasse 50, 70629 Stuttgart;UNDERGROUND;;48.691408;9.194019;3;;;24/7;;https://www.apcoa.de/parken/Stuttgart/Moevenpick-HoteL-Stuttgart-Airport;https://apcoatx.blob.core.windows.net/mdm/d622221b-cd0f-4ca7-989f-f3aae5fd3225
APCOA;6455;;CAR;Heidelberg, Darmstädter Hof;;Fahrtgasse 18, 69117 Heidelberg;UNDERGROUND;;49.410859;8.694696;11;;;24/7;;https://www.apcoa.de/parken/HeideLberg/Darmstaedter-Hof;https://apcoatx.blob.core.windows.net/mdm/f4d655b4-bd93-4176-a0aa-df4902951e1f
APCOA;6338;;CAR;Saarbrücken, Europa Galerie;;Trierer Str. 1, 66111 Saarbrücken;CAR_PARK;;49.23945;6.989358;30;;;24/7;;https://www.apcoa.de/parken/Saarbruecken/Europa-GaLerie;
APCOA;6281;;CAR;Hanau, City Center;;Kurt Blaum Platz 8, 63450 Hanau;CAR_PARK;;50.129975;8.922022;11;;;"Mo-Fr 05:30-22:00; Sa 05:30-22:00; Su 05:30-22:00";;https://www.apcoa.de/parken/Hanau/City-Center;
APCOA;6140;;CAR;Darmstadt, P&R Darmstadt;;Robert-Bosch-Strasse 15, 64293 Darmstadt;CAR_PARK;;49.870579;8.624023;15;;;24/7;;https://www.apcoa.de/parken/Darmstadt/P&R-Darmstadt;
Verband Region Stuttgart;6014;;CAR;Schwieberdingen;-;;OFF_STREET_PARKING_GROUND;;48.870352;9.071959;1;;;;;;
Verband Region Stuttgart;6012;;CAR;Rudersberg Postplatz Süd;-;;OFF_STREET_PARKING_GROUND;;48.882178;9.530454;2;;;;;;
Verband Region Stuttgart;6005;;CAR;Oberlenningen;-;;OFF_STREET_PARKING_GROUND;;48.554548;9.470342;1;;;;;;
Verband Region Stuttgart;6002;;CAR;Michelau;-;;OFF_STREET_PARKING_GROUND;;48.861774;9.535867;2;;;;;;
Stadt Pforzheim;6;;CAR;Volksbank-Parkhaus;;Volksbank-Parkhaus, Zerrennerstraße 28, 75172 Pforzheim;UNDERGROUND;;48.891015;8.696264;3;;;;www.volksbank-pur.de/wir-fuer-sie/volksbankhaus/tiefgarage.html;;
Stadt Ellwangen;6;;CAR;P6 Marktplatz;Stadt Ellwangen;Marktplatz, 73479 Ellwangen;OFF_STREET_PARKING_GROUND;;48.961451;10.131934;3;5400;WAHR;;werktags ab 17 Uhr bis 9 Uhr unbegrenzt, und samstags ab 12 Uhr unbegrenzt, sonntags unbegrenzt;https://www.ellwangen-tourismus.de/gaeste/gaesteservice-kontakt/anreise-parken/parken;
APCOA;5970;;CAR;Kassel, Kurfürsten Galerie;;Mauerstraße 6, 34117 Kassel;UNDERGROUND;;51.317067;9.497448;6;;;24/7;;https://www.apcoa.de/parken/KasseL/Kurfuersten-GaLerie;
APCOA;5913;;CAR;Rüsselsheim, Löwenplatz;;Am Löwenplatz, 65428 Rüsselsheim;UNDERGROUND;;49.994054;8.413307;4;;;24/7;;https://www.apcoa.de/parken/RuesseLsheim/LoewenpLatz;
APCOA;5912;;CAR;Rüsselsheim, an der Festung;;Taunusstrasse 44, 65428 Rüsselsheim;CAR_PARK;;49.994797;8.417889;5;;;24/7;;https://www.apcoa.de/parken/RuesseLsheim/an-der-Festung;
APCOA;5879;;CAR;Frankfurt, Ladengalerie Bockenheimer Warte;;Adalbertstrasse 10, 60486 Frankfurt;UNDERGROUND;;50.120021;8.648095;5;;;"Mo-Fr 07:00-23:00; Sa 07:00-23:00; Su 09:00-20:00";;https://www.apcoa.de/parken/Frankfurt/LadengaLerie-Bockenheimer-Warte;https://apcoatx.blob.core.windows.net/mdm/796940b7-d03a-45b3-bf3e-88bdb8de024e
APCOA;5876;;CAR;Frankfurt, Aculeum;;Hahnstr. 43, 60528 Frankfurt;UNDERGROUND;;50.081336;8.63581;26;;;24/7;;https://www.apcoa.de/parken/Frankfurt/AcuLeum;
APCOA;5873;;CAR;Frankfurt, MyZeil / PalaisQuartier Amsterdam KP;;Große Eschenheimer Str. 10-14, 60313 Frankfurt;UNDERGROUND;;50.115815;8.679699;45;;;24/7;;https://www.apcoa.de/parken/Frankfurt/MyZeiL-PaLaisQuartier-Amsterdam-KP;
APCOA;5869;;CAR;Frankfurt, City Parkhaus Ost;;Waldschmidtstr. 41-47, 60316 Frankfurt;UNDERGROUND;;50.118174;8.702338;14;;;"Mo-Fr 06:00-01:00; Sa 06:00-01:00; Su 06:00-01:00";;https://www.apcoa.de/parken/Frankfurt/City-Parkhaus-Ost;
APCOA;5868;;CAR;Frankfurt, Villa Kennedy;;Kennedy Allee 70, 60596 Frankfurt;UNDERGROUND;;50.097193;8.670042;4;;;24/7;;https://www.apcoa.de/parken/Frankfurt/ViLLa-Kennedy;
APCOA;5866;;CAR;Frankfurt, Grünhof;;Eschersheimer Landstr. 223, 60320 Frankfurt;UNDERGROUND;;50.13356;8.67146;9;;;"Mo-Fr 07:00-00:30; Sa 07:00-00:30";;https://www.apcoa.de/parken/Frankfurt/Gruenhof;
APCOA;5864;;CAR;Frankfurt, Universitätsklinikum Sandhofstraße;;Sandhofstraße, 60528 Frankfurt;CAR_PARK;;50.092775;8.654834;1;;;24/7;;https://www.apcoa.de/parken/Frankfurt/UniversitaetskLinikum-Sandhofstrasse;
APCOA;5863;;CAR;Frankfurt, Mainzer Landstraße;;Kleyerstrasse 20, 60326 Frankfurt;UNDERGROUND;;50.102;8.6422;20;;;24/7;;https://www.apcoa.de/parken/Frankfurt/Mainzer-Landstrasse;
APCOA;5862;;CAR;Frankfurt, Congresscenter Messe Frankfurt (Maritim Hotel);;Theodor-Heuss-Allee 3-5, 60325 Frankfurt;UNDERGROUND;;50.113335;8.649953;9;;;24/7;;https://www.apcoa.de/parken/Frankfurt/Congresscenter-Messe-Frankfurt-(Maritim-HoteL);https://apcoatx.blob.core.windows.net/mdm/e2c9cd1e-6ef4-46ca-8e40-720906b419fe
APCOA;5806;;CAR;Lippstadt, Südertor;;Südertor 2, 59557 Lippstadt;UNDERGROUND;;51.669939;8.342991;7;;;24/7;;https://www.apcoa.de/parken/Lippstadt/Suedertor;
APCOA;5732;;CAR;Siegen, An der Unterführung;;An der Unterführung 22, 57072 Siegen;OFF_STREET_PARKING_GROUND;;50.876063;8.015052;2;;;24/7;;https://www.apcoa.de/parken/Siegen/An-der-Unterfuehrung;
APCOA;5728;;CAR;Siegen, Zentralparkplatz Weidenau;;Münkershütten, 57076 Siegen;OFF_STREET_PARKING_GROUND;;50.897045;8.02608;8;;;24/7;;https://www.apcoa.de/parken/Siegen/ZentraLparkpLatz-Weidenau;
APCOA;5727;;CAR;Siegen, Bismarckplatz Weidenau;;Bismarkstraße 15, 57072 Siegen;OFF_STREET_PARKING_GROUND;;50.896584;8.024987;3;;;24/7;;https://www.apcoa.de/parken/Siegen/BismarckpLatz-Weidenau;
APCOA;5724;;CAR;Siegen, Bismarckstraße;;Bismarckstrasse, 57072 Siegen;CAR_PARK;;50.885721;8.025346;1;;;"Mo-Fr 07:00-21:00; Sa 07:00-20:00";;https://www.apcoa.de/parken/Siegen/Bismarckstrasse;
APCOA;5723;;CAR;Siegen, Reichwalds Ecke;;Heeserstrasse 4, 57072 Siegen;CAR_PARK;;50.876892;8.020596;2;;;"Mo 07:00-00:00; Tu 07:00-00:00; We 07:00-01:00; Th 07:00-01:00; Fr 07:00-04:00; Sa 07:00-04:00; Su 10:00-00:00";;https://www.apcoa.de/parken/Siegen/ReichwaLds-Ecke;https://apcoatx.blob.core.windows.net/mdm/8bb866f2-51e4-4032-917c-597973fa46ab
APCOA;5722;;CAR;Siegen, Apollotheater;;Morleystraße, 57072 Siegen;CAR_PARK;;50.87394;8.01664;3;;;"Mo 07:00-00:00; Tu 07:00-00:00; We 07:00-01:00; Th 07:00-01:00; Fr 07:00-03:00; Sa 07:00-04:00; Su 10:00-00:00";;https://www.apcoa.de/parken/Siegen/ApoLLotheater;
APCOA;5721;;CAR;Siegen, Rathaus - Markt;;Hinterstrasse 43, 57072 Siegen;CAR_PARK;;50.875772;8.025497;1;;;24/7;;https://www.apcoa.de/parken/Siegen/Rathaus-Markt;
APCOA;5615;;CAR;Siegburg, S-Carré;;An der Stadtmauer 7, 53721 Siegburg;UNDERGROUND;;50.79448;7.20603;8;;;"Mo-Fr 07:00-00:00; Sa 07:00-00:00; Su 08:00-00:00";;https://www.apcoa.de/parken/Siegburg/S-Carré;
Verband Region Stuttgart;5286;;CAR;Leinfelden Max-Lang-Str. Nord;-;;OFF_STREET_PARKING_GROUND;;48.696373;9.143242;2;;;;;;
APCOA;5251;;CAR;Bergheim, Kaufland Bergheim;;Hauptstr. 23, 50126 Bergheim;CAR_PARK;;50.9537;6.6417;9;;;"Mo-Fr 07:00-22:00; Sa 07:00-22:00";;https://www.apcoa.de/parken/Bergheim/KaufLand-Bergheim;
APCOA;5250;;CAR;Troisdorf, Kaufland Troisdorf;;Annonisweg 55, 53840 Troisdorf;CAR_PARK;;50.8132;7.1562;8;;;"Mo 06:00-00:00; Tu 06:00-00:00; We 06:00-00:00; Th 06:00-00:00; Fr 06:00-02:00; Sa 06:00-02:00";;https://www.apcoa.de/parken/Troisdorf/KaufLand-Troisdorf;
APCOA;5249;;CAR;Köln, City Center Porz;;Hermannstr. 2, 51143 Cologne;CAR_PARK;;50.885322;7.060149;11;;;"Mo-Fr 07:30-20:30; Sa 07:30-20:30";;https://www.apcoa.de/parken/KoeLn/City-Center-Porz;https://apcoatx.blob.core.windows.net/mdm/fee6bf30-915e-412b-9efa-643764a12732
Verband Region Stuttgart;5174;;CAR;Geislingen Bahnhofstr. Nord;Stadt Geislingen;;OFF_STREET_PARKING_GROUND;;48.620596;9.841427;1;;;;;;
APCOA;5154;;CAR;Köln, Rheinauhafen;;Harry Blum Platz 2, 50678 Cologne;UNDERGROUND;;50.9248;6.966019;5;;;24/7;;https://www.apcoa.de/parken/KoeLn/Rheinauhafen;https://apcoatx.blob.core.windows.net/mdm/227c6397-5b61-4638-8561-cc69fb6c69ee
APCOA;5114;;CAR;Köln, Cäcilienstr.;;Cäcilienstr. 29, 50667 Cologne;UNDERGROUND;;50.935238;6.95102;9;;;"Mo-Fr 07:00-21:00; Sa 07:00-21:00; Su 07:00-21:00";;https://www.apcoa.de/parken/KoeLn/CaeciLienstrasse;https://apcoatx.blob.core.windows.net/mdm/f86b6c23-bf25-4dea-ae20-0a9a4703ee12
Stadt Neckarsulm;51;;CAR;Bahnhof Ost;;Bahnhofplatz 1, 74172 Neckarsulm;OFF_STREET_PARKING_GROUND;;49.188915;9.22034;1;;;24/7;;;
APCOA;5063;;CAR;Köln, MediaPark - Maiburg;;Im Mediapark 5, 50670 Cologne;UNDERGROUND;;50.948455;6.944245;5;;;24/7;;https://www.apcoa.de/parken/KoeLn/MediaPark-Maiburg;
APCOA;5062;;CAR;Köln, MediaPark - Cinedom P1+2;;Im Mediapark 1, 50670 Cologne;UNDERGROUND;;50.94842;6.944215;24;;;24/7;;https://www.apcoa.de/parken/KoeLn/Mediapark-Cinedom-P1-2;https://apcoatx.blob.core.windows.net/mdm/63f6c1c6-ba37-46e1-9be3-72656210ac55
APCOA;5057;;CAR;Köln, Am Gürzenich;;Quatermarkt 5, 50667 Cologne;UNDERGROUND;;50.937242;6.957692;1;;;"Mo 07:00-22:00; Tu 07:00-22:00; We 07:00-22:00; Th 07:00-22:00; Fr 07:00-00:00; Sa 00:00-24:00; Su 00:00-22:00";;https://www.apcoa.de/parken/KoeLn/Am-Guerzenich;https://apcoatx.blob.core.windows.net/mdm/d0cbada1-4312-4299-bf59-053045502ce5
APCOA;5055;;CAR;Köln, MediaPark - PZ;;Im Mediapark 5, 50670 Cologne;UNDERGROUND;;50.947406;6.94482;6;;;24/7;;https://www.apcoa.de/parken/KoeLn/Mediapark-PZ;
Stadt Neckarsulm;50;;CAR;Bahnhof West Parken;;Bahnhofplatz 1, 74172 Neckarsulm;OFF_STREET_PARKING_GROUND;;49.189347;9.219008;3;;;24/7;;;
APCOA;4968;;CAR;Melle, Christliches Klinikum Melle;;Engelgarten 3, 49324 Melle;OFF_STREET_PARKING_GROUND;;52.197693;8.336785;2;;;24/7;;https://www.apcoa.de/parken/MeLLe/ChristLiches-KLinikum-MeLLe;
APCOA;4927;;CAR;Bielefeld, Neues Bahnhofsviertel;;Joseph-Massolle-Strasse, 33613 Bielefeld;CAR_PARK;;52.030313;8.532892;16;;;24/7;;https://www.apcoa.de/parken/BieLefeLd/neues-BahnhofsvierteL;https://apcoatx.blob.core.windows.net/mdm/ec84416c-a83f-4c34-b338-607f639369b0
Stadt Neckarsulm;49;;CAR;P1 Kolpingdeck;;Kolpingstraße 16, 74172 Neckarsulm;OFF_STREET_PARKING_GROUND;;49.191758;9.226093;1;;;24/7;;;
APCOA;4827;;CAR;Wesel, Esplanade;;Esplanade 20-22, 46483 Wesel;UNDERGROUND;;51.655448;6.617237;6;;;"Mo-Fr 07:30-20:30; Sa 07:30-20:30";;https://www.apcoa.de/parken/WeseL/EspLanade;
Stadt Neckarsulm;48;;CAR;P2 Rathaus;;Marktstr. 18/1, 74172 Neckarsulm;UNDERGROUND;;49.19127;9.225063;3;;;24/7;;;
APCOA;4682;;CAR;Krefeld, Königstraße;;Königstr. 146, 47798 Krefeld;CAR_PARK;;51.33356;6.563213;4;;;"Mo-Fr 07:00-21:00; Sa 07:00-21:00";;https://www.apcoa.de/parken/KrefeLd/Koenigstrasse;https://apcoatx.blob.core.windows.net/mdm/9b727b9b-294c-4197-a899-72a638c7d201
APCOA;4673;;CAR;Ratingen, Marien-Krankenhaus - Ärztezentrum;;Mülheimer Str. 37, 40878 Ratingen;UNDERGROUND;;51.301096;6.853513;5;;;"Mo-Fr 05:00-23:00; Sa 05:00-23:00; Su 05:00-23:00";;https://www.apcoa.de/parken/Ratingen/Marien-Krankenhaus-aerztezentrum;
APCOA;4664;;CAR;Mönchengladbach, Medical Center;;Viersener Straße, 41061 Mönchengladbach;UNDERGROUND;;51.198396;6.429727;2;;;"Mo-Fr 06:00-20:30; Sa 06:00-20:30; Su 06:00-20:30";;https://www.apcoa.de/parken/MoenchengLadbach/MedicaL-Center;
APCOA;4623;;CAR;Düsseldorf, Deutsch Japanisches Center;;Immermannstr. 45, 40210 Dusseldorf;UNDERGROUND;;51.222288;6.789313;2;;;24/7;;https://www.apcoa.de/parken/DuesseLdorf/Deutsch-Japanisches-Center;https://apcoatx.blob.core.windows.net/mdm/549a0b7a-9f86-47b3-8d68-f5dec90e6a5b
APCOA;4622;;CAR;Düsseldorf, Trinkaus Galerie;;Königsallee 21, 40212 Dusseldorf;UNDERGROUND;;51.224807;6.778429;2;;;"Mo-Fr 07:00-00:30; Sa 07:00-00:30";;https://www.apcoa.de/parken/DuesseLdorf/Trinkaus-GaLerie;
APCOA;4620;;CAR;Düsseldorf, Sevens;;Königsallee 56, 40212 Dusseldorf;UNDERGROUND;;51.222919;6.780372;7;;;"Mo-Fr 07:30-22:30; Sa 07:30-22:30; Su 10:30-20:30";;https://www.apcoa.de/parken/DuesseLdorf/Sevens;https://apcoatx.blob.core.windows.net/mdm/b4fb5862-001f-4d6d-9ffa-3c505c32daed
APCOA;4619;;CAR;Düsseldorf, KÖ Galerie Düsseldorf;;Königsallee 60, 40212 Dusseldorf;UNDERGROUND;;51.221519;6.780303;8;;;"Mo-Fr 06:00-23:00; Sa 06:00-23:00";;https://www.apcoa.de/parken/DuesseLdorf/Koe-GaLerie-DuesseLdorf;https://apcoatx.blob.core.windows.net/mdm/a2b7ec26-392b-4783-9b8c-3fd756ecf465
APCOA;4617;;CAR;Düsseldorf, Fürstenwall;;Fürstenwall 23, 40219 Dusseldorf;UNDERGROUND;;51.215855;6.765253;3;;;"Mo-Fr 06:30-20:30; Sa 06:30-20:30";;https://www.apcoa.de/parken/DuesseLdorf/FuerstenwaLL;https://apcoatx.blob.core.windows.net/mdm/6b149764-694d-4016-a5f1-a8c83766c7d7
APCOA;4582;;CAR;Magdeburg, Marietta Quartier;;Schwertfegergasse 1, 39104 Magdeburg;CAR_PARK;;52.132398;11.637981;2;;;"Mo-Fr 06:00-23:00; Sa 06:00-23:00; Su 09:00-23:00";;https://www.apcoa.de/parken/Magdeburg/Marietta-Quartier;https://apcoatx.blob.core.windows.net/mdm/dbf51537-e20e-49ba-be8d-bedc7a05d1b6
Stadt Ellwangen;45;;CAR;Aalenerstraße Müller Markt;Stadt Ellwangen;Aalenerstraße 1, 73479 Ellwangen;OFF_STREET_PARKING_GROUND;;48.960986;10.129593;2;5400;WAHR;;werktags ab 17 Uhr bis 9 Uhr unbegrenzt, und samstags ab 12 Uhr unbegrenzt, sonntags unbegrenzt;;
APCOA;4419;;CAR;Brandenburg a.d. Havel, St. Annen Galerie;;Neustädtischer Markt 3, 14776 Brandenburg a.d. Havel;CAR_PARK;;52.408122;12.565894;29;;;"Mo-Fr 07:30-20:30; Sa 07:30-20:30";;https://www.apcoa.de/parken/Brandenburg-a-d-HaveL/St-Annen-GaLerie;
APCOA;4402;;CAR;Halle-Saale, Ritterhaus;;Kleine Brauhausstr. 7, 06108 Halle-Saale;UNDERGROUND;;51.480437;11.974021;7;;;24/7;;https://www.apcoa.de/parken/HaLLe-SaaLe/Ritterhaus;https://apcoatx.blob.core.windows.net/mdm/eb980c53-5a74-479d-ac7f-5eb8dde2a491
Stadt Neckarsulm;44;;CAR;P5 Urbanstraße;;Urbanstraße 17, 74172 Neckarsulm;OFF_STREET_PARKING_GROUND;;49.192041;9.222704;1;;;24/7;;;
APCOA;4381;;CAR;Jena, Goethe Galerie;;Ernst-Abbe-Strasse 15, 07743 Jena;UNDERGROUND;;50.926726;11.582494;15;;;"Mo-Fr 07:00-23:00; Sa 08:00-23:00";;https://www.apcoa.de/parken/Jena/Goethe-GaLerie;https://apcoatx.blob.core.windows.net/mdm/eebf3dc1-c71d-4ecb-ab9e-eb9806538380
Stadt Ellwangen;42;;CAR;Marienstraße;Stadt Ellwangen;Marienstraße 27, 73479 Ellwangen;OFF_STREET_PARKING_GROUND;;48.959826;10.130138;1;5400;WAHR;;werktags ab 17 Uhr bis 9 Uhr unbegrenzt, und samstags ab 12 Uhr unbegrenzt, sonntags unbegrenzt;;
APCOA;41;;CAR;Berlin, Alexa;;Grunerstraße 20, 10179 Berlin;UNDERGROUND;;52.519366;13.416644;51;;;"Mo-Fr 06:00-00:30; Sa 06:00-00:30; Su 06:00-00:30";;https://www.apcoa.de/parken/BerLin/ALexa;https://apcoatx.blob.core.windows.net/mdm/cb2290e9-1ba2-4135-9c01-59d89f65ee75
APCOA;4065;;CAR;Dresden, Straßburger Platz;;Straßburger Platz, 01307 Dresden;CAR_PARK;;51.046908;13.756595;10;;;"Mo-Fr 06:00-23:00; Sa 06:00-23:00; Su 06:00-23:00";;https://www.apcoa.de/parken/Dresden/Strassburger-PLatz;
