source;original_uid;osm_id;purpose;name;operator_name;address;type;park_and_ride_type;lat;lon;capacity;max_stay;has_lighting;opening_hours;description;public_url;photo_url
NVBW;INFRA-de:08125:2002-PARKPLATZ-1;;CAR;Bahnhof (Bad Wimpfen);;;;YES;49.2294973;9.1674304;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:2002/e128f1e6-d168-468a-9db5-f07f3731ff31.jpg
NVBW;INFRA-de:08212:90-PARKPLATZ-1;;CAR;Hauptbahnhof (Karlsruhe);;;;YES;48.9945136;8.4013292;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08212:90/0fafd5bb-f286-4f41-ad45-9c24e4fe3529.jpg
NVBW;INFRA-de:08212:90-PARKPLATZ-2;;CAR;Hauptbahnhof (Karlsruhe);;;;YES;48.9939864;8.3994574;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08212:90/53d49503-500f-429d-89a6-a5fb39ef466f.jpg
NVBW;INFRA-de:08212:90-PARKPLATZ-9;;CAR;Hauptbahnhof (Karlsruhe);;;;YES;48.9923418;8.4018145;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08212:90/73590542-aba9-4514-91f1-b8ce47077afa.jpg
NVBW;INFRA-de:08435:4788-PARKPLATZ-1;;CAR;Busbahnhof (Überlingen (Bodens.));;;;YES;47.7694134;9.1639328;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08435:4788/cb320069-f1ae-466d-ae1a-ab7aa387dc46.jpg
NVBW;INFRA-de:08125:4569-PARKPLATZ-3;;CAR;Bahnhof (Gundelsheim (Neckar));;;;YES;49.2824309;9.158738;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:4569/d7af6422-fd1d-491f-ad29-c065ce77a01c.jpg
NVBW;INFRA-de:08226:4252-PARKPLATZ-2;;CAR;Bahnhof (Wiesloch-Walldorf);;;;YES;49.2909397;8.6639043;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08226:4252/b9ae7284-b107-4667-b7f4-2a4f8084d1a9.jpg
NVBW;INFRA-de:08226:4252-PARKPLATZ-4;;CAR;Bahnhof (Wiesloch-Walldorf);;;;YES;49.2904737;8.6647657;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08226:4252/aa2b50b0-db74-4f5b-b508-e6e94d79a848.jpg
NVBW;INFRA-de:08226:3285-PARKPLATZ-1;;CAR;Bahnhof (Oftersheim);;;;YES;49.3736528;8.5795157;1;;;;;;
NVBW;INFRA-de:08111:2270-PARKPLATZ-4;;CAR;Weilimdorf Bf;;;;YES;48.8214418;9.0932769;3;;;;;;
NVBW;INFRA-de:08118:3514-PARKPLATZ-2;;CAR;Erdmannhausen-Rielingsh. Bf;;;;YES;48.9483666;9.2985133;2;;;;;;
NVBW;INFRA-de:08125:519-PARKPLATZ-1;;CAR;Hauptbahnhof (Bad Friedrichshall);;;;YES;49.230994;9.2017009;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:519/408be90e-c001-4a00-83af-65f2a8ed3066.jpg
NVBW;INFRA-de:08119:4952-PARKPLATZ-4;;CAR;Bahnhof (Sulzbach (Murr));;;;YES;48.9996368;9.4998012;2;;;;;;
NVBW;INFRA-de:08111:6333-PARKPLATZ-1;;CAR;Bad Cannstatt Bf;;;;YES;48.8019089;9.2177634;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08111:6333/efec25c5-cc28-49e1-a1c2-3e65bffb0608.jpg
NVBW;INFRA-de:08111:6333-PARKPLATZ-3;;CAR;Bad Cannstatt Bf;;;;YES;48.8005519;9.2172836;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08111:6333/1a07da4b-c847-4f24-8466-1544e7cd3325.jpg
NVBW;INFRA-de:08317:12103-PARKPLATZ-1;;CAR;Bahnhof/ZOB (Lahr (Schwarzwald));;;;YES;48.3401039;7.8355303;3;;;;;;
NVBW;INFRA-de:08236:3090-PARKPLATZ-4;;CAR;Bahnhof (Mühlacker);;;;YES;48.9531095;8.8475773;2;;;;;;
NVBW;INFRA-de:08236:3090-PARKPLATZ-5;;CAR;Bahnhof (Mühlacker);;;;YES;48.9529959;8.8476059;1;;;;;;
NVBW;INFRA-de:08236:3090-PARKPLATZ-10;;CAR;Bahnhof (Mühlacker);;;;YES;48.9524132;8.8439085;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08236:3090/340b1ab1-de5b-4ab9-8e71-a801c8abee89.jpg
NVBW;INFRA-de:08236:3090-PARKPLATZ-14;;CAR;Bahnhof (Mühlacker);;;;YES;48.9523297;8.8432934;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08236:3090/38b6ec72-a796-4980-ad77-d5f4a64fb2d4.jpg
NVBW;INFRA-de:08236:3090-PARKPLATZ-16;;CAR;Bahnhof (Mühlacker);;;;YES;48.9526818;8.8446334;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08236:3090/247c4961-d92f-4f6b-b969-47411b8e65d7.jpg
NVBW;INFRA-de:08119:5801-PARKPLATZ-1;;CAR;Nord (Rudersberg);;;;YES;48.8872278;9.5332385;1;;;;;;
NVBW;INFRA-de:08116:7800-PARKPLATZ-3;w24621250;CAR;Bahnhof (Esslingen (Neckar));;;;YES;48.7403717;9.3000063;6;;;;;;
NVBW;INFRA-de:08125:5404-PARKPLATZ-1;;CAR;Bahnhof (Eppingen);;;;YES;49.1359231;8.9135923;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:5404/6b21e06d-9635-42a7-a737-04267a4dc1ae.jpg
NVBW;INFRA-de:08125:5404-PARKPLATZ-2;;CAR;Bahnhof (Eppingen);;;;YES;49.1365542;8.9151151;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:5404/6b0e2454-dada-41ae-9326-4eccdfea5cd9.jpg
NVBW;INFRA-de:08315:6703-PARKPLATZ-1;;CAR;Bahnhof (Oberrotweil);;;;YES;48.0901066;7.6195772999999996;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08315:6703/9762e89a-fc66-47d8-974c-7d0db7072efc.jpg
NVBW;INFRA-de:08311:6541-PARKPLATZ-1;w37549558;CAR;Wiehre Bahnhof;;;;YES;47.9831532;7.8553673;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08311:6541/a9a54fee-f446-4a07-8e11-a871acdf0029.jpg
NVBW;INFRA-de:08311:6541-PARKPLATZ-2;;CAR;Wiehre Bahnhof;;;;YES;47.9826433;7.8540683;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08311:6541/60acabcb-8f26-4593-9922-9e15cc278c37.jpg
NVBW;INFRA-de:08115:7100-PARKPLATZ-1;w181068768;CAR;Bahnhof/ZOB (Böblingen);;;;YES;48.6881233;9.0056518;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08115:7100/885576f6-fa4a-42b7-a0d2-01f725ae0648.jpg
NVBW;INFRA-de:08115:7100-PARKPLATZ-2;w387405434;CAR;Bahnhof/ZOB (Böblingen);;;;YES;48.688301;9.0036704;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08115:7100/73b23a11-2d13-4484-b3cb-486f2ebf8277.jpg
NVBW;INFRA-de:08115:3231-PARKPLATZ-1;;CAR;Bahnhof (Gültstein);;;;YES;48.5772266;8.8818586;1;;;;;;
NVBW;INFRA-de:08115:5774-PARKPLATZ-1;;CAR;Bahnhof (Gärtringen);;;;YES;48.6405567;8.9089614;2;;;;;;
NVBW;INFRA-de:08115:5774-PARKPLATZ-3;;CAR;Bahnhof (Gärtringen);;;;YES;48.6406448;8.9082759;2;;;;;;
NVBW;INFRA-de:08317:14020-PARKPLATZ-1;;CAR;Bahnhof (Oberkirch);;;;YES;48.5300278;8.075537;1;;;;;;
NVBW;INFRA-de:08125:6232-PARKPLATZ-1;;CAR;Bahnhof Babstadt;;;;YES;49.2402236;9.0597768;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:6232/fabea6ec-8388-4a98-b0f2-276990151f84.jpg
NVBW;INFRA-de:08315:6516-PARKPLATZ-1;w65543600;CAR;Bahnhof (Himmelreich/Breisgau);;;;YES;47.9583637;7.9908961;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08315:6516/e7737166-5299-47de-a475-821d7ae2a603.jpg
NVBW;INFRA-de:08315:6516-PARKPLATZ-2;w198274657;CAR;Bahnhof (Himmelreich/Breisgau);;;;YES;47.9588367;7.9915833;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08315:6516/a8e488ba-77c0-4c02-9dee-fa865503ec61.jpg
NVBW;INFRA-de:08215:31007-PARKPLATZ-1;;CAR;Odenheim West;;;;YES;49.182232;8.7367318;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08215:31007/4c92f365-ea06-4528-9e3a-a730fce3db9a.jpg
NVBW;INFRA-de:08226:1110-PARKPLATZ-2;;CAR;Heddesheim-Hirschberg;;;;YES;49.509502;8.6334651;1;;;;;;
NVBW;INFRA-de:08226:1110-PARKPLATZ-3;;CAR;Heddesheim-Hirschberg;;;;YES;49.5094501;8.6333885;1;;;;;;
NVBW;INFRA-de:08118:7402-PARKPLATZ-1;;CAR;Bahnhof/ZOB (Ludwigsburg);;;;YES;48.8930681;9.1849237;2;;;;;;
NVBW;INFRA-de:08215:31008-PARKPLATZ-1;;CAR;Bahnhof Odenheim;;;;YES;49.179295;8.7451923;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08215:31008/764673c4-09f7-4a71-9cff-057351052f49.jpg
NVBW;INFRA-de:08125:667-PARKPLATZ-1;;CAR;Richen;;;;YES;49.1685339;8.9365033;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:667/95e36c6f-9754-4ff3-b238-3096cb295736.jpg
NVBW;INFRA-de:08115:5776-PARKPLATZ-1;;CAR;Bahnhof (Gäufelden);;;;YES;48.5599691;8.8499206;1;;;;;;
NVBW;INFRA-de:08116:1800-PARKPLATZ-1;w560389123;CAR;Bahnhof (Altbach);;;;YES;48.7207081;9.382261;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08116:1800/6099bb59-e899-4d79-9f55-93c5fc5c6ef6.jpg
NVBW;INFRA-de:08215:32007-PARKPLATZ-1;;CAR;Bahnhof Gochsheim;;;;YES;49.1095813;8.743141;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08215:32007/58e04126-dc78-4c5a-86b3-c9d38b11f28f.jpg
NVBW;INFRA-de:08215:32007-PARKPLATZ-5;;CAR;Bahnhof Gochsheim;;;;YES;49.1096009;8.7433053;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08215:32007/35e67a82-a413-41e7-9444-a7c2a1f5f70d.jpg
NVBW;INFRA-de:08317:14120-PARKPLATZ-1;;CAR;Bahnhof (Appenweier);;;;YES;48.5420873;7.9738401;4;;;;;;
NVBW;INFRA-de:08317:14120-PARKPLATZ-2;;CAR;Bahnhof (Appenweier);;;;YES;48.5408707;7.9717199;2;;;;;;
NVBW;INFRA-de:08215:32009-PARKPLATZ-1;;CAR;Bahnhof Menzingen;;;;YES;49.1360641;8.7749214;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08215:32009/f3d1dad8-c200-4265-a7ca-6e1ac2a02f9a.jpg
NVBW;INFRA-de:08126:10101-PARKPLATZ-2;w224335226;CAR;Bretzfeld Bahnhof;;;;YES;49.1731289;9.4403734;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08126:10101/28839909-8f65-4330-b0aa-34c30701f633.jpg
NVBW;INFRA-de:08115:5773-PARKPLATZ-1;;CAR;Bahnhof (Ehningen);;;;YES;48.6616831;8.9427544;4;;;;;;
NVBW;INFRA-de:08435:4646-PARKPLATZ-2;;CAR;Bahnhof (Markdorf (Baden));;;;YES;47.7167692;9.3891637;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08435:4646/4bcbf0ce-2a2d-4503-a1f8-75cca8f447a1.jpg
NVBW;INFRA-de:08119:7604-PARKPLATZ-1;;CAR;Bahnhof (Waiblingen);;;;YES;48.8267883;9.301601;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:7604/56268b32-3106-41da-9d90-2bc2de349291.jpg
NVBW;INFRA-de:08119:7604-PARKPLATZ-2;;CAR;Bahnhof (Waiblingen);;;;YES;48.8261842;9.3037483;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:7604/2ac4ca38-de18-4edf-89cc-68f3dba20d2c.jpg
NVBW;INFRA-de:08119:7604-PARKPLATZ-3;;CAR;Bahnhof (Waiblingen);;;;YES;48.8267014;9.29973;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:7604/ac6496a3-c819-4bcb-b629-b03e03a744e5.jpg
NVBW;INFRA-de:08119:7604-PARKPLATZ-4;;CAR;Bahnhof (Waiblingen);;;;YES;48.82625;9.2988721;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:7604/01949ec0-77c8-42e5-9a33-c0f35012712b.jpg
NVBW;INFRA-de:08317:14211-PARKPLATZ-1;;CAR;Bahnhof (Lautenbach (Baden));;;;YES;48.5193887;8.1166054;1;;;;;;
NVBW;INFRA-de:08237:4001-PARKPLATZ-1;;CAR;Bahnhalt Dornstetten;;;;YES;48.4691124;8.504361;2;;;;;;
NVBW;INFRA-de:08316:6531-PARKPLATZ-1;w105623603;CAR;Bahnhof (Batzenhäusle);;;;YES;48.0894643;7.9405616;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08316:6531/42cd9c22-90da-4887-a533-5e94a6845194.jpg
NVBW;INFRA-de:08116:2105-PARKPLATZ-1;w73283159;CAR;Oberaichen Bf;;;;YES;48.7054135;9.1274905;2;;;;;;
NVBW;INFRA-de:08315:6543-PARKPLATZ-2;;CAR;Bahnhof (Löffingen);;;;YES;47.8838162;8.3421271;1;;;;;;
NVBW;INFRA-de:08126:19602-PARKPLATZ-1;w293188305;CAR;Öhringen Cappel;;;;YES;49.2021886;9.5269589;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08126:19602/ae5f10ab-385c-4f75-b681-7e175a482d38.jpg
NVBW;INFRA-de:08125:2032-PARKPLATZ-1;;CAR;Bahnhof (Affaltrach);;;;YES;49.1378984;9.3781422;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:2032/8b07220d-e16c-4586-8b7d-71a6f5f42853.jpg
NVBW;INFRA-de:08126:19601-PARKPLATZ-1;w32543307;CAR;Bitzfeld Bahnhof;;;;YES;49.1874092;9.4529579;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08126:19601/08a49880-2ead-4abe-bad7-90bcad2ab2d7.jpg
NVBW;INFRA-de:08125:4615-PARKPLATZ-5;;CAR;Bahnhof (Bad Rappenau);;;;YES;49.2377438;9.1036148;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08125:4615/5ff8a846-fdde-4cc1-aa40-42bcc54a5c8b.jpg
NVBW;INFRA-de:08116:5781-PARKPLATZ-2;w1252842709|w1252842710;CAR;Bahnhof (Unterlenningen);;;;YES;48.5652142;9.460026299999999;1;;;;;;
NVBW;INFRA-de:08215:32554-PARKPLATZ-1;w138113011;CAR;Sportplatz (Zeutern);;;;YES;49.1772882;8.6692904;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08215:32554/836772fa-d266-41b7-bbe4-6f22d93ecf39.jpg
NVBW;INFRA-de:08316:5290-PARKPLATZ-3;;CAR;Riegel-Malterdingen;;;;YES;48.1518995;7.7715772;2;;;;;;
NVBW;INFRA-de:08117:151-PARKPLATZ-1;w418091614;CAR;Ebersbach (F);;;;YES;48.715765;9.52664;1;;;;;;
NVBW;INFRA-de:08127:21001-PARKPLATZ-4;;CAR;Crailsheim Bahnhof;;;;YES;49.13895;10.0642133;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08127:21001/6667e2c6-ffeb-437b-9292-b83d09f4080e.jpg
NVBW;INFRA-de:08127:21001-PARKPLATZ-5;;CAR;Crailsheim Bahnhof;;;;YES;49.1379483;10.0668703;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08127:21001/adcb640e-a4e4-43a4-88b7-17ad50c33124.jpg
NVBW;INFRA-de:08125:3900-PARKPLATZ-2;;CAR;Bahnhof (Gemmingen);;;;YES;49.1515936;8.984293;2;;;;;;
NVBW;INFRA-de:08316:6518-PARKPLATZ-4;;CAR;Bahnhof (Kenzingen);;;;YES;48.1944914;7.7646436;1;;;;;;
NVBW;INFRA-de:08125:4391-PARKPLATZ-1;;CAR;Ost (Schwaigern (Württ));;;;YES;49.139795;9.0684485;1;;;;;;
NVBW;INFRA-de:08119:7703-PARKPLATZ-4;;CAR;Bahnhof (Schorndorf (Württ));;;;YES;48.8065871;9.5257916;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08119:7703/40835d61-f15b-4ee0-89cd-1f8c65667023.jpg
NVBW;INFRA-de:08216:32153-PARKPLATZ-1;;CAR;Bahnhof Obertsrot;;;;YES;48.7457298;8.3479031;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08216:32153/404f1d56-f8ac-4914-9eac-413afd347c06.jpg
NVBW;INFRA-de:08335:6559-PARKPLATZ-1;;CAR;Bahnhof (Mühlhausen (Kr KN));;;;YES;47.8139302;8.8037596;2;;;;;;
NVBW;INFRA-de:08316:6562-PARKPLATZ-3;;CAR;Bahnhof (Herbolzheim (Brsg));;;;YES;48.2239434;7.7673716;1;;;;;;
NVBW;INFRA-de:08317:15011-PARKPLATZ-3;;CAR;Bahnhof (Kehl);;;;YES;48.5769908;7.8060178;5;;;;;;
NVBW;INFRA-de:08126:19603-PARKPLATZ-1;w259993599;CAR;Öhringen West;;;;YES;49.2013464;9.4851513;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08126:19603/3ae1043e-6e4b-4af7-b275-eb2ea4871d74.jpg
NVBW;INFRA-de:08216:32191-PARKPLATZ-1;;CAR;Bahnhof Forbach;;;;YES;48.6813178;8.3610184;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08216:32191/47c0f3b4-6617-4cf3-b040-dec2c819afc5.jpg
NVBW;INFRA-de:08216:1821-PARKPLATZ-2;;CAR;Bahnhof Ötigheim;;;;YES;48.8884658;8.2402385;1;;;;;;
NVBW;INFRA-de:08216:32142-PARKPLATZ-1;;CAR;Bahnhof Gernsbach;;;;YES;48.7680316;8.3362454;2;;;;;;
NVBW;INFRA-de:08128:13927-PARKPLATZ-1;;CAR;Bahnhof (Königshofen (TBB));;;;YES;49.5460667;9.725017;1;;;;;;
NVBW;INFRA-de:08128:13927-PARKPLATZ-2;;CAR;Bahnhof (Königshofen (TBB));;;;YES;49.5456657;9.7253172;1;;;;;;
NVBW;INFRA-de:08216:1819-PARKPLATZ-1;;CAR;Bahnhof Durmersheim;;;;YES;48.9287019;8.2720029;1;;;;;;
NVBW;INFRA-de:08317:15050-PARKPLATZ-1;;CAR;Bahnhof (Kork);;;;YES;48.569863;7.8749538999999995;1;;;;;;
NVBW;INFRA-de:08317:18010-PARKPLATZ-1;w300528537;CAR;Bahnhof (Wolfach);;;;YES;48.2950063;8.22155;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08317:18010/fb2617e0-9f0c-4769-977a-31fcaecf00a2.jpg
NVBW;INFRA-de:08317:16220-PARKPLATZ-1;;CAR;Bahnhof (Friesenheim (Baden));;;;YES;48.3814193;7.8626570000000005;2;;;;;;
NVBW;INFRA-de:08426:6170-PARKPLATZ-2;;CAR;Biberach (Riß) ZOB/Bahnhof;;;;YES;48.1020517;9.7925315;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08426:6170/9590c804-c28c-4bcf-8c96-125a73717c67.jpg
NVBW;INFRA-de:08136:1906-PARKPLATZ-1;;CAR;Bahnhof Wasseralfingen;;;;YES;48.8585114;10.1030356;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:1906/a11a7bda-3121-433b-b7ee-423e2bad061a.jpg
NVBW;INFRA-de:08136:1906-PARKPLATZ-2;;CAR;Bahnhof Wasseralfingen;;;;YES;48.858618;10.1036131;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:1906/a03f788e-e095-4ca0-b118-c8db4e0cddd9.jpg
NVBW;INFRA-de:08316:729-PARKPLATZ-1;;CAR;Bahnhof (Mundingen (Breisgau));;;;YES;48.128436;7.8258056;1;;;;;;
NVBW;INFRA-de:08119:1704-PARKPLATZ-1;w4892332;CAR;Bahnhof (Weiler (Rems));;;;YES;48.8001176;9.5016913;2;;;;;;
NVBW;INFRA-de:08317:33013-PARKPLATZ-1;;CAR;Bahnhof (Achern);;;;YES;48.6330144;8.0661735;2;;;;;;
NVBW;INFRA-de:08336:6578-PARKPLATZ-1;;CAR;Bahnhof (Rheinfelden (Baden));;;;YES;47.5566176;7.7850437;2;;;;;;
NVBW;INFRA-de:08235:7190-PARKPLATZ-1;;CAR;Bhf. Bad Teinach/Neub.;;;;YES;48.6788194;8.7268222;2;;;;;;
NVBW;INFRA-de:08136:3077-PARKPLATZ-2;;CAR;Bahnhof (Schwäbisch Gmünd);;;;YES;48.8010018;9.7895919;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:3077/fb130845-efa3-46a0-a87d-68d4a19eb1e0.jpg
NVBW;INFRA-de:08326:6750-PARKPLATZ-1;;CAR;Zollhaus-Blumberg Bahnhof;;;;YES;47.8364901;8.5604683;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6750/6c93ff33-1572-40bc-9020-9307086e26da.jpg
NVBW;INFRA-de:08216:1850-PARKPLATZ-1;;CAR;Badesee;;;;YES;48.8801796;8.2864098;4;;;;;;
NVBW;INFRA-de:08325:20533-PARKPLATZ-1;;CAR;Neufra;;;;YES;48.1267422;8.6715987;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08325:20533/09c3a31d-5a3c-42af-8c8b-8717809fce0c.jpg
NVBW;INFRA-de:08216:34763-PARKPLATZ-1;;CAR;Bahnhof Kuppenheim;;;;YES;48.8338617;8.2561069;2;;;;;;
NVBW;INFRA-de:08216:34670-PARKPLATZ-1;;CAR;Langenbrand (Murgtal);;;;YES;48.7028267;8.3556408;1;;;;;;
NVBW;INFRA-de:08119:5789-PARKPLATZ-1;;CAR;Bahnhof (Urbach (Rems));;;;YES;48.8051179;9.5754201;2;;;;;;
NVBW;INFRA-de:08336:6600-PARKPLATZ-3;;CAR;Hauptbahnhof (Lörrach);;;;YES;47.6133379;7.664666;1;;;;;;
NVBW;INFRA-de:08237:1421-PARKPLATZ-1;;CAR;Bahnhof (Huzenbach);;;;YES;48.5828504;8.3914968;1;;;;;;
NVBW;INFRA-de:08136:4204-PARKPLATZ-1;;CAR;Bahnhof (Bopfingen);;;;YES;48.8553251;10.3529745;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:4204/330f7606-84e6-4991-a520-4b0da48c48f4.jpg
NVBW;INFRA-de:08216:34764-PARKPLATZ-1;;CAR;Bischweier (Baden);;;;YES;48.8323502;8.2776024;1;;;;;;
NVBW;INFRA-de:08235:420-PARKPLATZ-1;;CAR;Bahnhof (Calmbach);;;;YES;48.7762534;8.5710546;3;;;;;;
NVBW;INFRA-de:08416:5212-PARKPLATZ-1;;CAR;Bahnhof (Altingen);;;;YES;48.561602;8.909247;2;;;;;;
NVBW;INFRA-de:08121:2001-PARKPLATZ-1;;CAR;West (Böckingen);;;;YES;49.1403519;9.1664533;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08121:2001/f38a53b6-c055-46f0-b6b2-e855ad0518a6.jpg
NVBW;INFRA-de:08327:1332-PARKPLATZ-1;;CAR;Bahnhof (Möhringen (Baden));;;;YES;47.9584891;8.7712264;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08327:1332/9df9f271-023f-49ad-93ea-6275c18df6e2.jpg
NVBW;INFRA-de:08119:5804-PARKPLATZ-1;;CAR;Hammerschlag;;;;YES;48.8078901;9.5355982;1;;;;;;
NVBW;INFRA-de:08336:6603-PARKPLATZ-1;;CAR;Bahnhof (Steinen (Kr Lörrach));;;;YES;47.6416227;7.7407114;2;;;;;;
NVBW;INFRA-de:08327:1510-PARKPLATZ-1;;CAR;Bahnhof (Spaichingen);;;;YES;48.0694109;8.7408804;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08327:1510/e3d65e11-7b0c-4533-86cf-659471a03d4c.jpg
NVBW;INFRA-de:08236:1490-PARKPLATZ-1;;CAR;Neuenbürg;;;;YES;48.8488606;8.5999687;1;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08236:1490/e0b4814d-0639-40bc-ad33-3ce4fbb19b4e.jpg
NVBW;INFRA-de:08136:7005-PARKPLATZ-1;;CAR;Bahnhof (Lorch (Württ));;;;YES;48.7975878;9.6962072;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:7005/85703023-1b9a-487a-b2a1-73a131639aa2.jpg
NVBW;INFRA-de:08136:7005-PARKPLATZ-3;;CAR;Bahnhof (Lorch (Württ));;;;YES;48.7972022;9.6963862;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08136:7005/bb70b0bb-b2c5-4413-841b-492875a52640.jpg
NVBW;INFRA-de:08215:1561-PARKPLATZ-2;;CAR;Bf Oberderdingen-Flehingen;;;;YES;49.0837177;8.7750511;3;;;;;;
NVBW;INFRA-de:08236:2890-PARKPLATZ-1;;CAR;Niefern;;;;YES;48.9198075;8.7690639;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08236:2890/47850043-fbb3-4da8-9d27-5081f585eae8.jpg
NVBW;INFRA-de:08415:22006-PARKPLATZ-1;;CAR;Hauptbahnhof (Reutlingen);;;;YES;48.4972762;9.2106657;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08415:22006/07623316-ce5e-4cbd-93d6-3d62fecd6564.jpg
NVBW;INFRA-de:08326:6586-PARKPLATZ-1;;CAR;Bahnhof (Schwenningen a.N.);;;;YES;48.0594897;8.5350012;3;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08326:6586/82799d01-45bd-42b8-add0-8136f8ffebaf.jpg
NVBW;INFRA-de:08115:4193-PARKPLATZ-1;w343914636|w925809537|w925809538;CAR;Bahnhof (Holzgerlingen);;;;YES;48.6385028;9.0072691;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08115:4193/74503d89-09d0-485a-80c2-e203a6de07dc.jpg
NVBW;INFRA-de:08336:6631-PARKPLATZ-2;;CAR;Bahnhof (Efringen-Kirchen);;;;YES;47.6552526;7.5641337;2;;;;;;
NVBW;INFRA-de:08335:2409-PARKPLATZ-1;;CAR;Industriegebiet Bahnhof;;;;YES;47.7589217;8.8716666;2;;;;;;https://mobidata-bw.de/bfrk/haltestelle/bilder/de:08335:2409/eb90c3a8-0d4f-4d6b-9746-1a43548e91fd.jpg
